acquisition_function,dataset_name,model_name,mean_and_stats_for_last_iter,cycle,budget
margin_sampling,glass4,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.31769230769230766, 'Precision_std': 0.4225101098191714, 'Recall_mean': 0.3833333333333333, 'Recall_std': 0.4584595785728391, 'F1-score_mean': 0.28928571428571426, 'F1-score_std': 0.3720880896847691, 'Accuracy_mean': 0.7957918050941306, 'Accuracy_std': 0.2671773322303526, 'Labelled Samples_mean': 67.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,glass6,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.603917748917749, 'Precision_std': 0.23587293046348767, 'Recall_mean': 0.7733333333333333, 'Recall_std': 0.25131751595772334, 'F1-score_mean': 0.6388090993973347, 'F1-score_std': 0.19621989322642003, 'Accuracy_mean': 0.8692137320044295, 'Accuracy_std': 0.10371510985570247, 'Labelled Samples_mean': 67.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,pima,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.49814404803094936, 'Precision_std': 0.040604788860926964, 'Recall_mean': 0.5057651991614256, 'Recall_std': 0.13725665977910198, 'F1-score_mean': 0.4934854898429658, 'F1-score_std': 0.08356338224104293, 'Accuracy_mean': 0.6497411085646381, 'Accuracy_std': 0.02914637503258669, 'Labelled Samples_mean': 111.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,abalone-20_vs_8-9-10,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0470586402844467, 'Precision_std': 0.0756257238885235, 'Recall_mean': 0.3, 'Recall_std': 0.253859103528797, 'F1-score_mean': 0.07056284272021987, 'F1-score_std': 0.09436478148013, 'Accuracy_mean': 0.8684426675369886, 'Accuracy_std': 0.09820709355283311, 'Labelled Samples_mean': 203.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,ecoli-0-1-4-6_vs_5,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.5100865800865801, 'Precision_std': 0.2354953420630243, 'Recall_mean': 0.675, 'Recall_std': 0.20581815058714115, 'F1-score_mean': 0.5352610134963076, 'F1-score_std': 0.18994163720720528, 'Accuracy_mean': 0.8839285714285714, 'Accuracy_std': 0.1320972679831676, 'Labelled Samples_mean': 72.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,ecoli-0-2-3-4_vs_5,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6783333333333333, 'Precision_std': 0.31760006844606686, 'Recall_mean': 0.8, 'Recall_std': 0.19720265943665385, 'F1-score_mean': 0.6645396825396825, 'F1-score_std': 0.23565362077793475, 'Accuracy_mean': 0.8605487804878049, 'Accuracy_std': 0.2023557576003563, 'Labelled Samples_mean': 66.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,ecoli-0-3-4-7_vs_5-6,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.2640988190147854, 'Precision_std': 0.27848678024175894, 'Recall_mean': 0.8, 'Recall_std': 0.21081851067789198, 'F1-score_mean': 0.3157200818996788, 'F1-score_std': 0.16054055616169144, 'Accuracy_mean': 0.5217948717948718, 'Accuracy_std': 0.32576919894655926, 'Labelled Samples_mean': 70.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,ecoli-0-1-4-7_vs_2-3-5-6,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.33028976461373294, 'Precision_std': 0.2533841052722195, 'Recall_mean': 0.6766666666666666, 'Recall_std': 0.2998147576235847, 'F1-score_mean': 0.3370950432685107, 'F1-score_std': 0.19384246985693343, 'Accuracy_mean': 0.60770412642669, 'Accuracy_std': 0.38191412850662926, 'Labelled Samples_mean': 76.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,ecoli4,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.5983333333333334, 'Precision_std': 0.34502191735712984, 'Recall_mean': 0.7, 'Recall_std': 0.3073181485764296, 'F1-score_mean': 0.6032142857142857, 'F1-score_std': 0.2828783695471818, 'Accuracy_mean': 0.94486391571554, 'Accuracy_std': 0.04620254011406598, 'Labelled Samples_mean': 76.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,kr-vs-k-zero_vs_fifteen,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.5147186147186147, 'Precision_std': 0.42347089487722567, 'Recall_mean': 0.85, 'Recall_std': 0.3374742788552764, 'F1-score_mean': 0.5532763532763532, 'F1-score_std': 0.3463978208445418, 'Accuracy_mean': 0.9753617083242322, 'Accuracy_std': 0.020059424438206012, 'Labelled Samples_mean': 225.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,abalone-19_vs_10-11-12-13,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.01225, 'Precision_std': 0.02583198921234419, 'Recall_mean': 0.06666666666666667, 'Recall_std': 0.16101529717988264, 'F1-score_mean': 0.019805194805194798, 'F1-score_std': 0.041927976915360314, 'Accuracy_mean': 0.9441756885090218, 'Accuracy_std': 0.040976911589094105, 'Labelled Samples_mean': 179.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,new-thyroid1,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.8982142857142857, 'Precision_std': 0.2226903020957991, 'Recall_mean': 0.6285714285714286, 'Recall_std': 0.253769763704271, 'F1-score_mean': 0.6738942240555144, 'F1-score_std': 0.20436799763596672, 'Accuracy_mean': 0.8953488372093024, 'Accuracy_std': 0.106993594898002, 'Labelled Samples_mean': 67.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,haberman,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.3661630134571311, 'Precision_std': 0.0904795538488879, 'Recall_mean': 0.41875, 'Recall_std': 0.14143080728989996, 'F1-score_mean': 0.3844574277588083, 'F1-score_std': 0.09978168351001741, 'Accuracy_mean': 0.6520624008461132, 'Accuracy_std': 0.060775853386662484, 'Labelled Samples_mean': 74.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,abalone-3_vs_11,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.9349999999999999, 'Precision_std': 0.14151953143569188, 'Recall_mean': 1.0, 'Recall_std': 0.0, 'F1-score_mean': 0.9607142857142857, 'F1-score_std': 0.08658617402841993, 'Accuracy_mean': 0.9970000000000001, 'Accuracy_std': 0.006749485577105559, 'Labelled Samples_mean': 90.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,poker-8-9_vs_5,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.056639928698752215, 'Precision_std': 0.08814232995568681, 'Recall_mean': 0.08, 'Recall_std': 0.10327955589886445, 'F1-score_mean': 0.06199494949494949, 'F1-score_std': 0.08685639007398369, 'Accuracy_mean': 0.9739759036144578, 'Accuracy_std': 0.010582919898474343, 'Labelled Samples_mean': 216.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,yeast-0-3-5-9_vs_7-8,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.10327948879811104, 'Precision_std': 0.08289628276655793, 'Recall_mean': 0.2, 'Recall_std': 0.23094010767585027, 'F1-score_mean': 0.12436885578189923, 'F1-score_std': 0.10632787130631463, 'Accuracy_mean': 0.7826538536206562, 'Accuracy_std': 0.0712572119167323, 'Labelled Samples_mean': 90.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,glass-0-1-6_vs_5,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.5011904761904762, 'Precision_std': 0.4081884991569965, 'Recall_mean': 0.7, 'Recall_std': 0.34960294939005054, 'F1-score_mean': 0.4715151515151515, 'F1-score_std': 0.3303453468089889, 'Accuracy_mean': 0.8348348348348349, 'Accuracy_std': 0.21463478309009976, 'Labelled Samples_mean': 64.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,kr-vs-k-zero_vs_eight,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.26999999999999996, 'Precision_std': 0.3824049687055634, 'Recall_mean': 0.5, 'Recall_std': 0.5270462766947299, 'F1-score_mean': 0.3173076923076923, 'F1-score_std': 0.4032210374659955, 'Accuracy_mean': 0.9517123287671232, 'Accuracy_std': 0.04865880133622449, 'Labelled Samples_mean': 166.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,new-thyroid2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.7044444444444444, 'Precision_std': 0.40828860929171934, 'Recall_mean': 0.45714285714285713, 'Recall_std': 0.39152009125894227, 'F1-score_mean': 0.47891414141414146, 'F1-score_std': 0.3387657871273918, 'Accuracy_mean': 0.8860465116279069, 'Accuracy_std': 0.05308804238221367, 'Labelled Samples_mean': 67.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,ecoli-0-3-4-6_vs_5,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.39595238095238094, 'Precision_std': 0.2811984394662898, 'Recall_mean': 0.625, 'Recall_std': 0.2946278254943948, 'F1-score_mean': 0.4429437229437229, 'F1-score_std': 0.2224263787376453, 'Accuracy_mean': 0.8390243902439025, 'Accuracy_std': 0.12657886475465738, 'Labelled Samples_mean': 66.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,poker-8-9_vs_6,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.04071428571428571, 'Precision_std': 0.08985059405313178, 'Recall_mean': 0.1, 'Recall_std': 0.16996731711975951, 'F1-score_mean': 0.053454545454545456, 'F1-score_std': 0.10730517495149182, 'Accuracy_mean': 0.951851851851852, 'Accuracy_std': 0.025348365331050136, 'Labelled Samples_mean': 168.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,ecoli2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.45775158818637074, 'Precision_std': 0.32241188208750426, 'Recall_mean': 0.5018181818181817, 'Recall_std': 0.3449438010681114, 'F1-score_mean': 0.43223035209507144, 'F1-score_std': 0.2713029296674864, 'Accuracy_mean': 0.8227611940298507, 'Accuracy_std': 0.09603541779716905, 'Labelled Samples_mean': 76.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,ecoli-0-4-6_vs_5,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.5616666666666666, 'Precision_std': 0.28201406879129404, 'Recall_mean': 0.75, 'Recall_std': 0.16666666666666666, 'F1-score_mean': 0.593037518037518, 'F1-score_std': 0.17566039854411303, 'Accuracy_mean': 0.873719512195122, 'Accuracy_std': 0.10986235822748565, 'Labelled Samples_mean': 66.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,poker-8_vs_6,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.25, 'Precision_std': 0.42491829279939874, 'Recall_mean': 0.15833333333333333, 'Recall_std': 0.27902497786328184, 'F1-score_mean': 0.19333333333333333, 'F1-score_std': 0.33620981103625913, 'Accuracy_mean': 0.9807065964269354, 'Accuracy_std': 0.01355311528051, 'Labelled Samples_mean': 168.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,yeast-2_vs_8,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.4764285714285714, 'Precision_std': 0.403556327853457, 'Recall_mean': 0.4, 'Recall_std': 0.2934469476943168, 'F1-score_mean': 0.35495726495726493, 'F1-score_std': 0.23588437760628522, 'Accuracy_mean': 0.9255154639175258, 'Accuracy_std': 0.08885329150632383, 'Labelled Samples_mean': 88.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,poker-9_vs_7,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.13999999999999999, 'Precision_std': 0.3272783388968954, 'Recall_mean': 0.15, 'Recall_std': 0.3374742788552764, 'F1-score_mean': 0.12380952380952381, 'F1-score_std': 0.26197690204162233, 'Accuracy_mean': 0.9222789115646259, 'Accuracy_std': 0.05747674528967122, 'Labelled Samples_mean': 69.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,ecoli-0_vs_1,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.9555607331469401, 'Precision_std': 0.07332244572130799, 'Recall_mean': 0.9482758620689655, 'Recall_std': 0.11972796928735437, 'F1-score_mean': 0.9453137478933019, 'F1-score_std': 0.07472676290937348, 'Accuracy_mean': 0.9318181818181819, 'Accuracy_std': 0.08703882797784891, 'Labelled Samples_mean': 67.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,ecoli3,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.5483730158730158, 'Precision_std': 0.08909070414543685, 'Recall_mean': 0.5285714285714286, 'Recall_std': 0.1355261854357877, 'F1-score_mean': 0.5311255411255411, 'F1-score_std': 0.1027561824029897, 'Accuracy_mean': 0.9047190517998244, 'Accuracy_std': 0.01899055471302688, 'Labelled Samples_mean': 76.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,cleveland-0_vs_4,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.42333333333333334, 'Precision_std': 0.45216898403523526, 'Recall_mean': 0.35, 'Recall_std': 0.31865845332666637, 'F1-score_mean': 0.33999999999999997, 'F1-score_std': 0.3238655413730965, 'Accuracy_mean': 0.8644444444444443, 'Accuracy_std': 0.10794545558929337, 'Labelled Samples_mean': 64.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,ecoli1,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.7439981325863678, 'Precision_std': 0.26713936480003003, 'Recall_mean': 0.5666666666666667, 'Recall_std': 0.21440234186578014, 'F1-score_mean': 0.5839550241075548, 'F1-score_std': 0.20769541983564008, 'Accuracy_mean': 0.8197541703248463, 'Accuracy_std': 0.09502268316737822, 'Labelled Samples_mean': 76.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,glass-0-1-6_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.16111111111111112, 'Precision_std': 0.17213259316477406, 'Recall_mean': 0.26666666666666666, 'Recall_std': 0.27722166555277, 'F1-score_mean': 0.17554112554112553, 'F1-score_std': 0.15989488065834115, 'Accuracy_mean': 0.8361673414304993, 'Accuracy_std': 0.10061691892905746, 'Labelled Samples_mean': 65.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,winequality-red-8_vs_6-7,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.08504901960784314, 'Precision_std': 0.15794852467661794, 'Recall_mean': 0.125, 'Recall_std': 0.16315750172876015, 'F1-score_mean': 0.08992784992784993, 'F1-score_std': 0.13769559024132977, 'Accuracy_mean': 0.9514619883040936, 'Accuracy_std': 0.027711867360601865, 'Labelled Samples_mean': 118.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,kddcup-guess_passwd_vs_satan,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.9346153846153846, 'Precision_std': 0.16017946870908184, 'Recall_mean': 0.9, 'Recall_std': 0.28284271247461906, 'F1-score_mean': 0.8712519936204147, 'F1-score_std': 0.26341488922614015, 'Accuracy_mean': 0.9932945362888279, 'Accuracy_std': 0.011921146039264119, 'Labelled Samples_mean': 181.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,abalone-21_vs_8,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.48194444444444445, 'Precision_std': 0.3328217524892884, 'Recall_mean': 0.5666666666666667, 'Recall_std': 0.35311663515712677, 'F1-score_mean': 0.48454545454545456, 'F1-score_std': 0.28365121978993413, 'Accuracy_mean': 0.9690318302387269, 'Accuracy_std': 0.023740466451733194, 'Labelled Samples_mean': 96.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,abalone-17_vs_7-8-9-10,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.37323189553722336, 'Precision_std': 0.4168757637407453, 'Recall_mean': 0.37196969696969695, 'Recall_std': 0.1729549123144663, 'F1-score_mean': 0.24526725580005287, 'F1-score_std': 0.1896517845000682, 'Accuracy_mean': 0.8713574552974981, 'Accuracy_std': 0.13443658288223898, 'Labelled Samples_mean': 237.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,glass-0-1-2-3_vs_4-5-6,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.7229629629629629, 'Precision_std': 0.24505815216471952, 'Recall_mean': 0.5818181818181818, 'Recall_std': 0.2641061644787991, 'F1-score_mean': 0.5809692895754276, 'F1-score_std': 0.21950648708882464, 'Accuracy_mean': 0.8079734219269102, 'Accuracy_std': 0.12687618279833593, 'Labelled Samples_mean': 67.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,flare-F,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.15255336768494662, 'Precision_std': 0.15459913028751132, 'Recall_mean': 0.17222222222222222, 'Recall_std': 0.14136678499999414, 'F1-score_mean': 0.14698860528867724, 'F1-score_std': 0.12126385287740596, 'Accuracy_mean': 0.920277741213637, 'Accuracy_std': 0.029852563327034634, 'Labelled Samples_mean': 135.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,segment0,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6797398191721756, 'Precision_std': 0.14154149270067887, 'Recall_mean': 0.8564568764568765, 'Recall_std': 0.1556793063849934, 'F1-score_mean': 0.7348917154467974, 'F1-score_std': 0.056415438582026675, 'Accuracy_mean': 0.9118362115108318, 'Accuracy_std': 0.024097010613291205, 'Labelled Samples_mean': 234.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,winequality-white-3_vs_7,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.095126715260185, 'Precision_std': 0.11606818217082984, 'Recall_mean': 0.625, 'Recall_std': 0.2946278254943948, 'F1-score_mean': 0.13257155870583942, 'F1-score_std': 0.13354077261574024, 'Accuracy_mean': 0.6283333333333333, 'Accuracy_std': 0.32879054669190894, 'Labelled Samples_mean': 122.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,winequality-red-3_vs_5,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.01468253968253968, 'Precision_std': 0.03569223305042676, 'Recall_mean': 0.15, 'Recall_std': 0.3374742788552764, 'F1-score_mean': 0.02666666666666665, 'F1-score_std': 0.06440611887195302, 'Accuracy_mean': 0.9370086539464081, 'Accuracy_std': 0.057293024621477236, 'Labelled Samples_mean': 105.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,wisconsin,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.9112756053999002, 'Precision_std': 0.059462685350411756, 'Recall_mean': 0.8894060283687943, 'Recall_std': 0.12058987189019534, 'F1-score_mean': 0.8945216099572016, 'F1-score_std': 0.07436819348231197, 'Accuracy_mean': 0.9291004723057107, 'Accuracy_std': 0.04317744558228802, 'Labelled Samples_mean': 104.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,winequality-red-8_vs_6,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.20317460317460317, 'Precision_std': 0.17797568664043242, 'Recall_mean': 0.2333333333333333, 'Recall_std': 0.12909944487358055, 'F1-score_mean': 0.19895604395604394, 'F1-score_std': 0.12946690127723975, 'Accuracy_mean': 0.9336976636594956, 'Accuracy_std': 0.04316785162645526, 'Labelled Samples_mean': 102.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,yeast-1-2-8-9_vs_7,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.1516874098124098, 'Precision_std': 0.17405400117564243, 'Recall_mean': 0.2333333333333333, 'Recall_std': 0.16101529717988267, 'F1-score_mean': 0.17014843000137114, 'F1-score_std': 0.16041356340370044, 'Accuracy_mean': 0.9049011417432471, 'Accuracy_std': 0.09196228957453505, 'Labelled Samples_mean': 125.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,kr-vs-k-three_vs_eleven,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6593197278911564, 'Precision_std': 0.4510122338793352, 'Recall_mean': 0.6029411764705882, 'Recall_std': 0.3515512528103928, 'F1-score_mean': 0.5716323286849603, 'F1-score_std': 0.3364662072502976, 'Accuracy_mean': 0.9594548551959114, 'Accuracy_std': 0.05243280845434132, 'Labelled Samples_mean': 284.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,glass-0-4_vs_5,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.7487179487179487, 'Precision_std': 0.3793177414914232, 'Recall_mean': 0.8, 'Recall_std': 0.2581988897471611, 'F1-score_mean': 0.72, 'F1-score_std': 0.33672350088668107, 'Accuracy_mean': 0.8339181286549708, 'Accuracy_std': 0.2942204393458341, 'Labelled Samples_mean': 57.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,iris0,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 1.0, 'Precision_std': 0.0, 'Recall_mean': 1.0, 'Recall_std': 0.0, 'F1-score_mean': 1.0, 'F1-score_std': 0.0, 'Accuracy_mean': 1.0, 'Accuracy_std': 0.0, 'Labelled Samples_mean': 62.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,glass-0-1-4-6_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.21666666666666665, 'Precision_std': 0.3429177636002436, 'Recall_mean': 0.11666666666666665, 'Recall_std': 0.1531560972454469, 'F1-score_mean': 0.14, 'F1-score_std': 0.18973665961010278, 'Accuracy_mean': 0.8682926829268294, 'Accuracy_std': 0.0772999305626323, 'Labelled Samples_mean': 66.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,car-good,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.04994824016563146, 'Precision_std': 0.10772990241697285, 'Recall_mean': 0.05714285714285713, 'Recall_std': 0.13384256497671612, 'F1-score_mean': 0.036526610644257704, 'F1-score_std': 0.06893351974056044, 'Accuracy_mean': 0.9268249979056714, 'Accuracy_std': 0.0432470777443371, 'Labelled Samples_mean': 188.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,ecoli-0-6-7_vs_5,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.7038095238095238, 'Precision_std': 0.26040019978171924, 'Recall_mean': 0.825, 'Recall_std': 0.12076147288491196, 'F1-score_mean': 0.7249128649128649, 'F1-score_std': 0.1549773616426355, 'Accuracy_mean': 0.9318181818181819, 'Accuracy_std': 0.058681565851627426, 'Labelled Samples_mean': 67.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,yeast-1-4-5-8_vs_7,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.05645758968127388, 'Precision_std': 0.07609119701965486, 'Recall_mean': 0.14999999999999997, 'Recall_std': 0.1657381543352922, 'F1-score_mean': 0.06770130767261326, 'F1-score_std': 0.06815336089469547, 'Accuracy_mean': 0.822687936607236, 'Accuracy_std': 0.14459162514423532, 'Labelled Samples_mean': 105.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,ecoli-0-1_vs_2-3-5,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.42577406720263866, 'Precision_std': 0.25098318824160176, 'Recall_mean': 0.7150000000000001, 'Recall_std': 0.3145102012124037, 'F1-score_mean': 0.43840720126434407, 'F1-score_std': 0.22427937286152216, 'Accuracy_mean': 0.7274659863945578, 'Accuracy_std': 0.31410429744257873, 'Labelled Samples_mean': 69.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,abalone19,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.030882352941176472, 'Precision_std': 0.07917842746370227, 'Recall_mean': 0.030952380952380943, 'Recall_std': 0.06549422551040555, 'F1-score_mean': 0.02687747035573122, 'F1-score_std': 0.06091460670060559, 'Accuracy_mean': 0.9686195953416907, 'Accuracy_std': 0.042200112579391755, 'Labelled Samples_mean': 383.2, 'Labelled Samples_std': 0.4216370213557858}",4,50
margin_sampling,ecoli-0-1-4-7_vs_5-6,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.32414829262777023, 'Precision_std': 0.32134296233333765, 'Recall_mean': 0.64, 'Recall_std': 0.22705848487901872, 'F1-score_mean': 0.35377410879247984, 'F1-score_std': 0.2817374794035844, 'Accuracy_mean': 0.5891677973767526, 'Accuracy_std': 0.4035071283420892, 'Labelled Samples_mean': 76.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,yeast-1_vs_7,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.2033944658944659, 'Precision_std': 0.11004911633666337, 'Recall_mean': 0.35, 'Recall_std': 0.2283867199010496, 'F1-score_mean': 0.23836070905838347, 'F1-score_std': 0.12110629617302335, 'Accuracy_mean': 0.8528547539417104, 'Accuracy_std': 0.08319265227090332, 'Labelled Samples_mean': 86.0, 'Labelled Samples_std': 0.0}",4,50
margin_sampling,yeast3,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.7284943394811816, 'Precision_std': 0.14868277895020307, 'Recall_mean': 0.6035037878787879, 'Recall_std': 0.21432548508734972, 'F1-score_mean': 0.6266885645458724, 'F1-score_std': 0.1340679894534946, 'Accuracy_mean': 0.926895076895077, 'Accuracy_std': 0.017648153923771726, 'Labelled Samples_mean': 168.0, 'Labelled Samples_std': 0.0}",4,30
entropy,yeast3,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6924884404723114, 'Precision_std': 0.16958976570896664, 'Recall_mean': 0.4961174242424242, 'Recall_std': 0.18749705066040742, 'F1-score_mean': 0.5541488362093177, 'F1-score_std': 0.15879744060346881, 'Accuracy_mean': 0.9167610792610793, 'Accuracy_std': 0.025753185441478605, 'Labelled Samples_mean': 168.0, 'Labelled Samples_std': 0.0}",4,30
least_confidence,yeast3,decision_tree,"{'Class_mean': 1.0, 'Class_std': nan, 'Precision_mean': 0.7692307692307693, 'Precision_std': nan, 'Recall_mean': 0.3125, 'Recall_std': nan, 'F1-score_mean': 0.4444444444444445, 'F1-score_std': nan, 'Accuracy_mean': 0.915824915824916, 'Accuracy_std': nan, 'Labelled Samples_mean': 148.0, 'Labelled Samples_std': nan}",2,30
margin_sampling,yeast3,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.7284943394811816, 'Precision_std': 0.14868277895020307, 'Recall_mean': 0.6035037878787879, 'Recall_std': 0.21432548508734972, 'F1-score_mean': 0.6266885645458724, 'F1-score_std': 0.1340679894534946, 'Accuracy_mean': 0.926895076895077, 'Accuracy_std': 0.017648153923771726, 'Labelled Samples_mean': 168.0, 'Labelled Samples_std': 0.0}",4,40
